Image HostName;Image Type;HW Serial number;","
gbes03;Fisica;DEH451561F;","
srv-lx-pr1;Fisica;CZC7210W85;","
bcver0;Fisica;0510AN00D7;","
bual;Virtual;689042;","
gbes01;Fisica;DEH451561E;","
s-afovirtp-dr01;Virtual;99E0417;","
s-blf-dc01;Virtual;689031;","
s-fxsrvftp-01;Fisica;689041;","
s-ortpinp-s01;Fisica;8945CJP30208;","
srv-lx-pr3;Fisica;CZJ72005400;","
sxignite;Fisica;DEH480248R;","
edist-drp;Fisica;0806NNN05R;","
dges01;Fisica;DEH451561H;","
s-csql07q-n01;Virtual;06T8068;","
s-sblwasq-s02;Virtual;06D3963;","
s-sblwasq-s03;Virtual;06D3963;","
s-rtems-s01;Fisica;KDZRRTD;","
s-saprp-01;Fisica;KDWYYZY;","
s-rtems-s02;Fisica;KDZRRRY;","
s-sblrtdp-s02;Fisica;99C7996;","
ssblsrvps01;Fisica;99C8011;","
ssblsrvps02;Fisica;99C7998;","
ssblsrvps03;Fisica;99C8006;","
ssblsrvps04;Fisica;99C8002;","
ssblsrvps05;Fisica;99C8013;","
ssblsrvs03;Virtual;689031;","
s-csql11q-n01;Virtual;06T8068;","
s-tsmdmz-s02;Fisica;99A4686;","
schbes;Virtual;689042;","
s-csql08p-n01;Fisica;99A4690;","
s-csql08p-n02;Fisica;99A4688;","
s-csql11p-n01;Fisica;99D6445;","
s-csql11p-n02;Fisica;99D6448;","
shkvrap1;Fisica;PX60919018;","
shkvraq1;Fisica;PX60919019;","
shp2pap1;Fisica;BEL0922A4X;","
shp2pap2;Fisica;BEL0922ABH;","
shrmdar1;Fisica;BEL0922A9J;","
shtibap1;Fisica;0911ALE859;","
shtibap2;Fisica;0911ALE858;","
s-csql01p-n11;Fisica;99A4739;","
s-fshark01q-s02;Virtual;689040;","
s-fshark01q-s03;Virtual;06D3963;","
shdacap1;Fisica;0926ALF2C6;","
shrmdap1;Fisica;0919BD028C;","
shrmdap2;Fisica;0926ALF2A3;","
shtibaq1;Fisica;0926ALF2A5;","
shediap1;Fisica;PX60915168;","
shtibar1;Fisica;BEL0922A88;","
sxtibap1;virtual;0911ALE859;","
sxtibap2;virtual;0911ALE858;","
sxtibaq1;virtual;0926ALF2A5;","
s-csql11p-dr01;Fisica;99A5486;","
sxtibar1;virtual;BEL0922A88;","
eprocpbt;Virtual;06D3994;","
s-emailapp-s01;Virtual;689031;","
s-gesaudp-w01;Virtual;689031;","
s-exchcmxp-dr01;Fisica;99E2201;","
s-exchcmxp-dr02;Fisica;99E0612;","
s-exchcmxp-s01;Fisica;99E2122;","
s-exchcmxp-s02;Fisica;99E2109;","
s-fssede-n11;Fisica;99A4784;","
s-fssede-n12;Fisica;99E2125;","
shjstap1;Fisica;0725TL11B6;","
shjstar1;Fisica;0724TL40JW;","
ptbc0001;Fisica;6582AFB;","
ptbc0002;Fisica;6582AEB;","
s-exchq-s01;Virtual;06D3963;","
s-beeaplp-s01;Fisica;KD55H2N;","
s-beewebp-s01;Fisica;KD55B4W;","
s-cobop-s01;Virtual;646575;","
s-coboq-s01;Virtual;689038;","
s-coplblp-s01;Virtual;689042;","
s-coplblp-s02;Virtual;06D3994;","
s-coplblq-s01;Virtual;06D3963;","
s-coplblq-s02;Virtual;06M4100;","
s-isdapp-s01;Virtual;06D3994;","
s-isddbp-s01;Virtual;689042;","
s-crmmailp-s01;Virtual;CZ25390H5F;","
s-crmmailp-s02;Virtual;CZ25390H5J;","
s-exctmgp-s01;Fisica;KD68C32;","
s-exctmgp-s02;Fisica;KD68C55;","
s-tsgwp-s11;Virtual;689041;","
s-tsgwp-s12;Virtual;06M4100;","
s-wfpl01p-dr01;Virtual;99E0417;","
s-verexp-dr01;Fisica;KD55H2B;","
s-verexp-s01;Fisica;KD55C2Z;","
s-tsmca50-s01;Fisica;99G5639;","
s-csql14p-n01;Fisica;99G4184;","
s-csql14p-n02;Fisica;99G4190;","
s-kofaxp-s11;Fisica;KD28VGH;","
s-ckofaxp-n01;Virtual;06X6492;","
s-ckofaxp-n02;Virtual;06M4100;","
s-fedzp-s01;Virtual;06T8148;","
s-fedzp-s02;Virtual;06V0102;","
s-fedzq-s01;Virtual;06M4091;","
s-fedzq-s02;Virtual;06V0102;","
shediaq1;Fisica;0806NNN059;","
s-csql14p-dr01;Fisica;689032;","
s-kofaxp-s12;Fisica;06XBZ97;","
s-tsgwp-s13;Virtual;689042;","
sftp;Virtual;CZ25390H5C;","
s-eikapp-s02;Virtual;06X6492;","
s-smdtsp-s01;Virtual;646576;","
s-smdtsp-dr01;Virtual;99E0417;","
csblsfsps02;Fisica;99C8001;","
csblsgwps01;Fisica;99C8022;","
s-prtsrvp-s01;Virtual;06D3961;","
s-blzadvap-s01;Virtual;689038;","
shvioap5;Fisica;06DD1DP;","
shvioap6;Fisica;06DD1DP;","
s-leaapq-s01;Virtual;689038;","
shdacap2;Fisica;KD55H2A;","
s-almcsp-s01;Virtual;06ZDFG4;","
s-almcsp-s02;Virtual;06ZDFG4;","
s-tivprobe-s02;Virtual;689040;","
s-tivprobe-s03;Virtual;06D3961;","
s-fsptop-s01;Virtual;99E0417;","
S-IBMMOD-S01;Virtual;06D3994;","
s-leaapd-s01;Virtual;06D3963;","
s-sgcap-s01;Virtual;689040;","
s-smintp-dr01;Virtual;99E0417;","
s-smintp-dr05;Virtual;99E0417;","
s-smintp-s01;Virtual;06D3963;","
s-smintp-s05;Virtual;06BK231;","
s-csqlesi01p-s1;Virtual;689034;","
s-eximbap-s01;Virtual;06ZDFG5;","
s-ibmmop-dr01;Virtual;99E0417;","
S-IBMMOP-S01;Virtual;06D3994;","
s-outapp-s01;Virtual;689041;","
s-csql05p-s01;Virtual;06ZDFG2;","
s-fireappp-s11;Virtual;689041;","
s-csql02p-s01;Virtual;06ZDFG0;","
lxitmap1;Virtual;06T8142;","
lxitmap2;Virtual;06T8142;","
lxitmap3;Virtual;06T8142;","
lxitmap4;Virtual;689027;","
lxtnmdd1;Virtual;06D3961;","
lxtnmdp1;Virtual;689040;","
s-csql04p-s01;Virtual;646575;","
s-ctrlm8p-dr01;Virtual;99E0417;","
s-ctrlm8p-s01;Virtual;06X6492;","
s-ctrlm8q-s01;Virtual;06D3994;","
sblh04;Fisica;CZ3328JM6T;","
sxdwhd1;Virtual;CZ32430J3N;","
sxdwhp1;Virtual;CZ32430J3N;","
sxdwhq1;Virtual;CZ32430J3N;","
sxrfudd1;Virtual;CZ32430J3N;","
sxrfudp1;Virtual;CZ32430J3N;","
sxrfudq1;Virtual;CZ32430J3N;","
shcsdap1;Virtual;;","
shcsdaq1;Virtual;;","
shnimap1;Virtual;;","
shrepar1;Virtual;;","
shtpcap1;Virtual;;","
shtsmap2;Virtual;;","
s-csql05p-n01;Virtual;06ZDPZ6;","
s-sasmetap-s02;Virtual;646575;","
s-fireappq-s11;Virtual;06D3963;","
s-sblblp-s02;Fisica;99C8210;","
s-frpt01p-s11;Virtual;06ZDFG4;","
esitmr;Virtual;;","
shexbap1;Virtual;;","
shnimap2;Virtual;;","
tivgws001;Virtual;;","
s-blf-dc02;Virtual;06X6492;","
s-sblrtdq-s01;Virtual;CZJ450098Z;","
s-sblrtdq-s02;Virtual;CZJ450098Z;","
ssblsgwqs01;Virtual;CZJ4500995;","
ssblsrvqs01;Virtual;CZJ4500995;","
ssblsrvqs02;Virtual;CZJ4500995;","
ssblsrvs04;Virtual;CZJ4500995;","
swsqltp16;Virtual;CZJ450099C;","
swsqltp36;Virtual;CZJ4500990;","
swsqltp02;Virtual;06X6492;","
swinfdp03;Virtual;CZJ4500996;","
slcsdbd04;Virtual;CZJ2390PR5;","
slcsdbq12;Virtual;CZJ2511H1J;","
slfssip01;Virtual;CZ34122RM2;","
swmfsip01af;Virtual;FCH213976C4;","
swmfsir01af;Virtual;CZJ2511H1R;","
slcsdbp01;Virtual;CZJ450099D;","
slcsdbp03;Virtual;CZ34122RLM;","
slcstdp01;Virtual;CZJ4500997;","
slsppbq01;Virtual;CZJ450098Z;","
slvctnetbp01;Virtual;CZ34122RLP;","
s-cai01p-n01;Virtual;06ZDFG3;","
sltstbd01;Virtual;CZ34122RM6;","
swsqltp10;Virtual;CZ23510BG3;","
swsqltp05bs;Virtual;CZ3328JVJB;","
swsqltr05bs;Virtual;CZJ2511H15;","
slcsdbd01;Virtual;CZJ2511H1Q;","
swmfsip51rc;Virtual;CZJ2511H12;","
swmfsip02af;Virtual;CZ3325HKC5;","
swmfsir02af;Virtual;CZJ2511H1P;","
slcrmbp02;Virtual;CZ25390H5D;","
slcsddp04;Virtual;CZ3328JVJF;","
slatlbh01;Virtual;CZ3325HKC5;","
swmfsip25;Virtual;CZ34122RLV;","
swfbkap20;Virtual;FCH21377JS2;","
swfbkap22;Virtual;FCH213973ZK;","
slqstap01;Virtual;FCH21377JS2;","
s-cvstemp-s01;Virtual;FCH21377JS2;","
s-esirpsp-s01;Virtual;FCH213973ZK;","
s009b0130;Virtual;FCH21377JS2;","
slaskap01;Virtual;FCH21377JS2;","
slclyap01;Virtual;FCH21377JS2;","
slclyap02;Virtual;FCH21377JS2;","
slcsdap01;Virtual;FCH21377JS2;","
slcsdap02;Virtual;FCH21377JS2;","
slctrfp06;Virtual;FCH213973ZK;","
slldpip01;Virtual;FCH21377JS2;","
slmisjp01;Virtual;FCH21377JS2;","
slnagfp04;Virtual;FCH21377JS2;","
slonrip01;Virtual;FCH21377JS2;","
slonrip03;Virtual;FCH21377JS2;","
slrdjap01;Virtual;FCH21377JS2;","
slrueap01;Virtual;FCH21377JS2;","
swctrfp11;Virtual;FCH213973ZK;","
swfbkap24;Virtual;FCH21377JS2;","
swfbkap30;Virtual;FCH213973ZK;","
swgimap20;Virtual;FCH21377JS2;","
swiiswp01;Virtual;FCH21377JS2;","
swiiswp02;Virtual;FCH213973ZK;","
swnptap20;Virtual;FCH21377JS2;","
swnptwp26;Virtual;FCH21377JS2;","
swstbap01b21;Virtual;FCH21377JS2;","
swstbap03b21;Virtual;FCH21377JS2;","
swstbap05b21;Virtual;FCH21377JS2;","
sltwkad4;Virtual;CZ23510BG3;","
sltwkad3;Virtual;CZ3328JVHY;","
slcsdtp02;Virtual;CZJ2511H0V;","
slcsdtq02;Virtual;CZJ35106CC;","
sltibgq01;Virtual;CZJ2511H1K;","
sldmgrq01;Virtual;CZ34122RM6;","
sltw4aq01;Virtual;CZ34122RM8;","
sltw4aq02;Virtual;CZ3325HKC1;","
sltw4aq03;Virtual;CZ34122RME;","
sltw4aq04;Virtual;CZ3328JVHT;","
sldmgrp01;Virtual;CZ34122RLP;","
tw3ap2q;Virtual;CZ3328JVJF;","
tw3ap1q;Virtual;CZ3325HKC5;","
lxodmaq01;Virtual;CZ34122RME;","
sltw4ap01;Virtual;CZ3328JVJF;","
sltw4ap02;Virtual;CZ3325HKC1;","
sltw4ap04;Virtual;CZ3325HKC1;","
sltw4ap05;Virtual;CZ34122RMP;","
sltw4ap06;Virtual;CZ3325HKBW;","
sltw4ap03;Virtual;CZ3328JVJF;","
sltw4ap99;Virtual;CZ3328JVJF;","
tw3ap4p;Virtual;CZ3328JVJ3;","
slqstaq01;Virtual;CZ34122RM6;","
sltibwq03;Virtual;CZ3325HKC5;","
sltibwq04;Virtual;CZJ35106CC;","
slqstad01;Virtual;CZJ2511H1F;","
sltibwq01;Virtual;CZ3325HKC5;","
sltibwq02;Virtual;CZJ2511H1G;","
slcsdtp01;Virtual;CZ3328JVJ3;","
slcsdtq01;Virtual;CZ34122RMK;","
slbpmap01;Virtual;CZ3328JVJ7;","
slbpmap02;Virtual;CZ3328JVJ3;","
sltibwp01;Virtual;CZ3328JVJ3;","
sltibwp02;Virtual;CZ3325HKC1;","
sltibwp03;Virtual;CZ3325HKC5;","
sltibwp04;Virtual;CZ3328JVHT;","
sltw4ad99;Virtual;CZJ2511H12;","
sltibgp01;Virtual;CZ3325HKC5;","
sltibxq02;Virtual;CZJ2511H1G;","
tw3ap3p;Virtual;FCH213976U1;","
tw3ap2p;Virtual;FCH213973ZK;","
slfssiq01;Virtual;CZ34122RMS;","
slfssiq02;Virtual;CZJ2511H1K;","
sltibad02;Virtual;CZJ2390PR9;","
sltibad01;Virtual;CZJ2390PR5;","
tw3ap1p;Virtual;FCH21377JS2;","
slsfxbp20;Virtual;CZJ4500997;","
sltibxq01;Virtual;CZ23510BG3;","
sltibxp02;Virtual;CZ3328JVJ7;","
swsqltp37;Virtual;CZJ2390PR5;","
sltibbp10;Virtual;CZ3325HKC5;","
sltibbp11;Virtual;CZ3328JVJ3;","
sltibbp12;Virtual;CZ3325HKBW;","
sltibxp01;Virtual;CZ3325HKC5;","
swinfdp10;Virtual;CZJ4500990;","
swsqltp04bs;Virtual;CZ3325HKC5;","
swsqltp25;Virtual;CZJ2511H1B;","
swsqltr04bs;Virtual;CZJ2511H1J;","
swsqltp24;Virtual;CZ3328JVJ7;","
swsqltp26;Virtual;CZ3328JVJF;","
swsbdbp22;Virtual;FCH21367NN2;","
sltibbp08;Virtual;CZ3328JVJF;","
7200_01-vsp;Virtual;CZ34122RM4;","
7200_02_vsp;Virtual;CZJ2511H1Q;","
8450_01-vsp;Virtual;CZ34122RM2;","
ac1ap1p;Virtual;CZ25390H5F;","
ac1ap1q;Virtual;CZ25390H5G;","
ac1ap2p;Virtual;CZ25390H5D;","
ac1ap2q;Virtual;CZ25390H5G;","
alcomap01;Virtual;CZ34122RM2;","
alcomap11;Virtual;CZ34122RLP;","
alcomap12;Virtual;CZJ2511H1F;","
alcomap13;Virtual;CZ34122RMM;","
alcomap14;Virtual;CZJ2511H1Q;","
alcomap15;Virtual;CZJ4500992;","
alcomap16;Virtual;CZJ2390PR9;","
alcteap03;Virtual;CZ34122RMM;","
alcteap04;Virtual;CZJ2511H14;","
alctebp03;Virtual;CZJ4500993;","
alctebp04;Virtual;CZJ2511H1K;","
alcteip03;Virtual;CZJ4500994;","
alcteip04;Virtual;CZJ2390PR2;","
alctewp03;Virtual;CZJ4500993;","
alctewp04;Virtual;CZJ2511H1J;","
alepoip21;Virtual;CZ34122RMV;","
alisbc01;Virtual;CZ34122RMK;","
alisbc02;Virtual;CZ34122RMA;","
alisbc03;Virtual;CZ34122RMH;","
alnstsp01;Virtual;CZJ450098W;","
alnutip01;Virtual;CZ34122RMC;","
alnutip03;Virtual;CZJ450099G;","
ALNVSCP01;Virtual;CZ34122RMC;","
alnvscp02;Virtual;CZJ2511H1R;","
ALNVSCP03;Virtual;CZ25390H5K;","
alnvscp04;Virtual;CZJ4500995;","
alnvsdp01;Virtual;CZ34122RLH;","
alnvsdp02;Virtual;CZJ2511H1R;","
alnvsdp03;Virtual;CZJ4500994;","
alotrap01;Virtual;CZ25390H5M;","
alpamip01;Virtual;CZ34122RMV;","
alpamip02;Virtual;CZJ2511H1G;","
ALVACIP01;Virtual;CZ34122RMP;","
apbckip01;Fisica;SYM0700423;","
apbckip03;Fisica;SYM0500373;","
apbckip08;Fisica;SYM0700422;","
apbckip11;Fisica;SYM1101951;","
apexa2ipdbadm01;Fisica;;","
apexa2ipdbadm02;Fisica;;","
apexaipdbadm01;Fisica;;","
apexaipdbadm02;Fisica;;","
apintorcip01s1;Virtual;FCH21377H1A;","
apintvctip01s1;Virtual;FCH21377H1A;","
apintvrip01s1;Virtual;FCH21377H1A;","
apintvrip02s1;Virtual;FCH21377H1A;","
apintvrip02s3;Virtual;CZ3451KPN3;","
aplisip01;Virtual;FCH21377H1A;","
apnetomuip01s1;Virtual;FCH21377H1A;","
apnetvrip01s1;Virtual;CZ25390H5J;","
apnetvrip01s3;Virtual;CZJ4500995;","
apuniip02;Virtual;CZJ2511H1R;","
apvcadp01;Virtual;CZ25390H5J;","
apvcdmap01;Virtual;CZ34122RLV;","
apvcpdp01;Virtual;CZJ4500993;","
apvcrmp01;Virtual;CZ34122RM4;","
apvctip03;Virtual;H849NP1350;","
apvctnetp01s1;Virtual;FCH21377H1A;","
apvctnetp01s3;Virtual;H849NP1350;","
apvideoaq01;Virtual;CZJ2511H12;","
apvideoaq02;Virtual;CZJ2390PR9;","
apvmrsip03;Virtual;H849NP1350;","
apvsaip01;Virtual;FCH21377H1A;","
ares;Virtual;646575;","
builddev;Virtual;CZ34122RMS;","
chplp01;Virtual;;","
cvpsafe01;Virtual;CZJ35106CC;","
cvvas01;Virtual;CZJ2511H1L;","
cvxmlgwp1;Virtual;CZJ35106CB;","
CXNGVSD01;Virtual;CZ34122RMC;","
cxpsafe01;Virtual;CZ34122RM4;","
cxvas01;Virtual;CZJ4500994;","
D-0002000;Virtual;06BK231;","
d-0814014;Virtual;CZ34122RMK;","
d-8000011;Virtual;CZ34122RLV;","
d12159;Virtual;CZ34122RMC;","
esiitm;Virtual;;","
heintbl01s1;Fisica;CZ34122RME;","
heintbl01s3;Fisica;CZJ2511H1R;","
heintbl02s1;Fisica;CZ34122RM6;","
heintbl02s3;Fisica;CZJ2511H14;","
heintbl03s1;Fisica;CZ34122RMS;","
heintbl03s3;Fisica;CZJ2511H1J;","
heintbl04s1;Fisica;CZ34122RM8;","
heintbl04s3;Fisica;CZJ2511H1N;","
heintbl05s1;Fisica;CZ34122RMA;","
heintbl05s3;Fisica;CZJ2511H12;","
heintbl06s1;Fisica;CZ34122RMX;","
heintbl06s3;Fisica;CZJ2511H1L;","
heintbl07s1;Fisica;CZ34122RMH;","
heintbl07s3;Fisica;CZJ2511H1K ;","
heintbl08s1;Fisica;CZ34122RMK;","
heintbl08s3;Fisica;CZJ35106CC;","
heintbl09s1;Fisica;CZ34122RM0;","
heintbl09s3;Fisica;CZJ2390PR5;","
heintbl10s1;Fisica;CZ34122RLX;","
heintbl10s3;Fisica;CZJ35106CB ;","
heintbl11s1;Fisica;CZ34122RMM;","
heintbl11s3;Fisica;CZJ35106CF;","
heintbl12s1;Fisica;CZ34122RLS;","
heintbl12s3;Fisica;CEINTIP01S3;","
heintbl13s1;Fisica;CZ34122RLK;","
heintbl13s3;Fisica;CZJ2511H1F;","
heintbl14s1;Fisica;CZ34122RM2;","
heintbl14s3;Fisica;CZJ2511H1G ;","
heintbl15s1;Fisica;CZ34122RLP;","
heintbl15s3;Fisica;CZJ2511H15;","
heintbl16s1;Fisica;CZ34122RM4;","
heintbl16s3;Fisica;CZJ2511H0V;","
heintbl17s1;Fisica;CZ34122RLH;","
heintbl17s3;Fisica;CZJ2511H1B;","
heintbl18s1;Fisica;CZ34122RMC;","
heintbl18s3;Fisica;CZJ2390PRB;","
heintbl19s1;Fisica;CZ34122RLV;","
heintbl19s3;Fisica;CZJ2511H10;","
heintbl20s1;Fisica;CZ34122RLM;","
heintbl20s3;Fisica;CZJ2511H1Q;","
heintbl21s1;Fisica;CZ34122RMP;","
heintbl21s3;Fisica;CZJ2511H1P;","
heintbl22s1;Fisica;CZ34122RMV;","
heintbl22s3;Fisica;CZJ2390PR2;","
heintbl23s1;Fisica;CZJ4500997;","
heintbl24s1;Fisica;CZJ450098Y;","
heintbl25s1;Fisica;CZJ450099C;","
heintbl26s1;Fisica;CZJ4500990;","
heintbl27s1;Fisica;CZJ450099D;","
heintbl28s1;Fisica;CZJ450098W;","
heintbl29s1;Fisica;CZJ4500994;","
heintbl30s1;Fisica;CZJ4500992;","
heintbl31s1;Fisica;CZJ4500993;","
heintbl32s1;Fisica;CZJ4500999;","
heintbl33s1;Fisica;CZJ4500996;","
heintbl65s1;Fisica;CZ32025YP3;","
heintbl66s1;Fisica;CZ32025YNF;","
heintbl71s1;Fisica;CZ36505L2X;","
heintbl72s1;Fisica;CZ36505L48;","
heintbl73s1;Fisica;CZ36505L3X;","
heintbl74s1;Fisica;CZ36505L4K;","
heintbl75s1;Fisica;CZ36505L3K;","
heintbl76s1;Fisica;CZ36505L38;","
heintrm01s1;Fisica;CZ3328JVJ7;","
heintrm01s3;Fisica;CZ3325HKC1;","
heintrm02s1;Fisica;CZ3328JVHY;","
heintrm02s3;Fisica;CZ3328JVHT;","
heintrm03s1;Fisica;CZ3328JVJF;","
heintrm03s3;Fisica;CZ3325HKBW;","
heintrm04s1;Fisica;CZ3328JVJB;","
heintrm05s1;Fisica;CZ3325HKC5;","
hemgtrm01s3;Fisica;ZC3451KPMS;","
hemgtrm02s3;Fisica;H849NP1350;","
hemgtrm03s3;Fisica;CZ3451KPN3;","
humantorch;Virtual;CZ25390H5G;","
ibmslarep;Virtual;06ZDFG4;","
invisiblegirl;Virtual;CZ25390H5K;","
itmprd;Virtual;;","
itmtpprd;Virtual;;","
itmtptest;Virtual;;","
LXBFRAP1;Virtual;06D3963;","
LXBFRAP2;Virtual;689027;","
lxfurap1;Fisica;J32ZRHV;","
lxfuraq1;Fisica;S40E4BL;","
lxfurar1;Fisica;J32ZRHW;","
lxisddp1;Virtual;06T8142;","
lxisddq1;Virtual;06T8068;","
LXITMAP5;Virtual;689027;","
LXITMAP6;Virtual;689027;","
lxodmap01;Virtual;CZ34122RLV;","
manage-cp-cv;Virtual;CZJ2511H1J;","
micromobile-s01;Virtual;CZ25390H5G;","
monet;Virtual;06X6492;","
nbshmc01;Fisica;;","
nbsnim01;Virtual;;","
nbstsm01;Virtual;;","
nbstsm02;Virtual;;","
nbstsm03;Virtual;;","
nbstsm04;Virtual;;","
nbsvio01;Virtual;;","
nbsvio02;Virtual;;","
NIGHT01;Virtual;06X6492;","
NIGHT02;Virtual;646575;","
NIGHT03;Virtual;646575;","
picasso;Virtual;;","
ptbc0003;Fisica;;","
ptbc0004;Fisica;;","
ptbw0015;Virtual;06T8139;","
ptbx0001;Virtual;;","
ptbx0010;Virtual;;","
ptbx0025;Virtual;;","
pwappct01;Virtual;CZJ2511H1B;","
qua_tro;Virtual;CZJ35106CC;","
renoir;Virtual;;","
s-afop-s01;Virtual;06BK231;","
s-afovirtq-s01;Virtual;06M4091;","
s-almcsd-s01;Virtual;CZJ2511H1G;","
s-almcsd-s02;Virtual;CZJ2511H1F;","
s-almcsq-s01;Virtual;06M4091;","
s-almdmp-s01;Virtual;646575;","
s-amldbd-s01;Virtual;CZJ2511H1B;","
s-amldbp-s02;Virtual;06ZDFG0;","
s-amldbq-s02;Virtual;689038;","
s-amlwebd-s01;Virtual;CZJ35106CB;","
s-apldp-01;Virtual;06D3961;","
s-arqtp-w02;Virtual;06M4100;","
s-arqtq-w01;Virtual;689031;","
s-blazed-s01;Virtual;CZJ2511H1F;","
s-blfisap-s01;Virtual;06X6492;","
s-blfprt-s01;Virtual;646575;","
s-blfxmlt-s01;Virtual;CZJ2511H0V;","
S-BLUEWDP-S01;Virtual;689027;","
s-bluewisp-s01;Virtual;06ZDFG4;","
s-buysitep-s01;Virtual;06D3994;","
s-buysitep-s02;Virtual;06D3963;","
s-buysiteq-s01;Virtual;06M4091;","
s-cai01d-s01;Virtual;CZJ2511H1R;","
s-cai01q-n01;Virtual;06T8068;","
s-cai02p-n01;Virtual;06ZDFG5;","
s-cai02q-n01;Virtual;06ZDPZ6;","
s-calypsod-s01;Virtual;CZJ2511H10;","
s-capp01q-n01;Virtual;689034;","
s-capp11p-n01;Virtual;06ZDFG3;","
s-capp11q-n01;Virtual;06T8068;","
s-capp12p-n01;Virtual;06ZDFG5;","
s-capp12q-n01;Virtual;06T8068;","
