Site Location;HW Serial number;","
ALF;DEH451561F;","
ALF;CZC7210W85;","
ALF;0510AN00D7;","
ALF;689042;","
ALF;DEH451561E;","
NCI;99E0417;","
ALF;689031;","
ALF;689041;","
ALF;8945CJP30208;","
ALF;CZJ72005400;","
ALF;DEH480248R;","
NCI;0806NNN05R;","
ALF;DEH451561H;","
ALF;06T8068;","
ALF;06D3963;","
ALF;06D3963;","
ALF;KDZRRTD;","
NCI;KDWYYZY;","
ALF;KDZRRRY;","
NCI;99C7996;","
NCI;99C8011;","
NCI;99C7998;","
NCI;99C8006;","
NCI;99C8002;","
NCI;99C8013;","
ALF;689031;","
ALF;06T8068;","
ALF;99A4686;","
ALF;689042;","
ALF;99A4690;","
ALF;99A4688;","
ALF;99D6445;","
ALF;99D6448;","
NCI;PX60919018;","
ALF;PX60919019;","
ALF;BEL0922A4X;","
ALF;BEL0922ABH;","
NCI;BEL0922A9J;","
ALF;0911ALE859;","
ALF;0911ALE858;","
ALF;99A4739;","
ALF;689040;","
ALF;06D3963;","
ALF;0926ALF2C6;","
ALF;0919BD028C;","
ALF;0926ALF2A3;","
ALF;0926ALF2A5;","
ALF;PX60915168;","
NCI;BEL0922A88;","
ALF;0911ALE859;","
ALF;0911ALE858;","
ALF;0926ALF2A5;","
NCI;99A5486;","
NCI;BEL0922A88;","
ALF;06D3994;","
ALF;689031;","
ALF;689031;","
NCI;99E2201;","
ALF;99E0612;","
ALF;99E2122;","
ALF;99E2109;","
ALF;99A4784;","
ALF;99E2125;","
ALF;0725TL11B6;","
NCI;0724TL40JW;","
ALF;6582AFB;","
ALF;6582AEB;","
ALF;06D3963;","
NCI;KD55H2N;","
NCI;KD55B4W;","
ALF;646575;","
ALF;689038;","
ALF;689042;","
ALF;06D3994;","
ALF;06D3963;","
ALF;06M4100;","
ALF;06D3994;","
ALF;689042;","
NCI;CZ25390H5F;","
NCI;CZ25390H5J;","
NCI;KD68C32;","
NCI;KD68C55;","
ALF;689041;","
ALF;06M4100;","
NCI;99E0417;","
NCI;KD55H2B;","
ALF;KD55C2Z;","
ALF;99G5639;","
ALF;99G4184;","
ALF;99G4190;","
TAG;KD28VGH;","
ALF;06X6492;","
ALF;06M4100;","
ALF;06T8148;","
ALF;06V0102;","
ALF;06M4091;","
ALF;06V0102;","
ALF;0806NNN059;","
NCI;689032;","
TAG;06XBZ97;","
ALF;689042;","
NCI;CZ25390H5C;","
ALF;06X6492;","
SEDE;646576;","
NCI;99E0417;","
NCI;99C8001;","
NCI;99C8022;","
ALF;06D3961;","
ALF;689038;","
ALF;06DD1DP;","
ALF;06DD1DP;","
ALF;689038;","
ALF;KD55H2A;","
ALF;06ZDFG4;","
ALF;06ZDFG4;","
ALF;689040;","
ALF;06D3961;","
NCI;99E0417;","
ALF;06D3994;","
ALF;06D3963;","
ALF;689040;","
NCI;99E0417;","
NCI;99E0417;","
ALF;06D3963;","
ALF;06BK231;","
ALF;689034;","
ALF;06ZDFG5;","
NCI;99E0417;","
ALF;06D3994;","
ALF;689041;","
ALF;06ZDFG2;","
ALF;689041;","
ALF;06ZDFG0;","
ALF;06T8142;","
ALF;06T8142;","
ALF;06T8142;","
NCI;689027;","
ALF;06D3961;","
ALF;689040;","
ALF;646575;","
NCI;99E0417;","
ALF;06X6492;","
ALF;06D3994;","
ALF;CZ3328JM6T;","
NCI;CZ32430J3N;","
NCI;CZ32430J3N;","
NCI;CZ32430J3N;","
NCI;CZ32430J3N;","
NCI;CZ32430J3N;","
NCI;CZ32430J3N;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
NCI;;","
ALF;;","
ALF;06ZDPZ6;","
ALF;646575;","
ALF;06D3963;","
NCI;99C8210;","
ALF;06ZDFG4;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;06X6492;","
ALF;CZJ450098Z;","
ALF;CZJ450098Z;","
ALF;CZJ4500995;","
ALF;CZJ4500995;","
ALF;CZJ4500995;","
ALF;CZJ4500995;","
NCI;CZJ450099C;","
NCI;CZJ4500990;","
ALF;06X6492;","
NCI;CZJ4500996;","
ALF;CZJ2390PR5;","
ALF;CZJ2511H1J;","
NCI;CZ34122RM2;","
NCI;FCH213976C4;","
ALF;CZJ2511H1R;","
NCI;CZJ450099D;","
NCI;CZ34122RLM;","
NCI;CZJ4500997;","
ALF;CZJ450098Z;","
NCI;CZ34122RLP;","
ALF;06ZDFG3;","
NCI;CZ34122RM6;","
NCI;CZ23510BG3;","
NCI;CZ3328JVJB;","
ALF;CZJ2511H15;","
ALF;CZJ2511H1Q;","
ALF;CZJ2511H12;","
NCI;CZ3325HKC5;","
ALF;CZJ2511H1P;","
NCI;CZ25390H5D;","
NCI;CZ3328JVJF;","
NCI;CZ3325HKC5;","
NCI;CZ34122RLV;","
NCI;FCH21377JS2;","
NCI;FCH213973ZK;","
NCI;FCH21377JS2;","
NCI;FCH21377JS2;","
NCI;FCH213973ZK;","
NCI;FCH21377JS2;","
NCI;FCH21377JS2;","
NCI;FCH21377JS2;","
NCI;FCH21377JS2;","
NCI;FCH21377JS2;","
NCI;FCH21377JS2;","
NCI;FCH213973ZK;","
NCI;FCH21377JS2;","
NCI;FCH21377JS2;","
NCI;FCH21377JS2;","
NCI;FCH21377JS2;","
NCI;FCH21377JS2;","
NCI;FCH21377JS2;","
NCI;FCH21377JS2;","
NCI;FCH213973ZK;","
NCI;FCH21377JS2;","
NCI;FCH213973ZK;","
NCI;FCH21377JS2;","
NCI;FCH21377JS2;","
NCI;FCH213973ZK;","
NCI;FCH21377JS2;","
NCI;FCH21377JS2;","
NCI;FCH21377JS2;","
NCI;FCH21377JS2;","
NCI;FCH21377JS2;","
NCI;CZ23510BG3;","
NCI;CZ3328JVHY;","
ALF;CZJ2511H0V;","
ALF;CZJ35106CC;","
ALF;CZJ2511H1K;","
NCI;CZ34122RM6;","
NCI;CZ34122RM8;","
ALF;CZ3325HKC1;","
NCI;CZ34122RME;","
ALF;CZ3328JVHT;","
NCI;CZ34122RLP;","
NCI;CZ3328JVJF;","
NCI;CZ3325HKC5;","
NCI;CZ34122RME;","
NCI;CZ3328JVJF;","
ALF;CZ3325HKC1;","
ALF;CZ3325HKC1;","
NCI;CZ34122RMP;","
ALF;CZ3325HKBW;","
NCI;CZ3328JVJF;","
NCI;CZ3328JVJF;","
NCI;CZ3328JVJ3;","
NCI;CZ34122RM6;","
NCI;CZ3325HKC5;","
ALF;CZJ35106CC;","
ALF;CZJ2511H1F;","
NCI;CZ3325HKC5;","
ALF;CZJ2511H1G;","
NCI;CZ3328JVJ3;","
NCI;CZ34122RMK;","
NCI;CZ3328JVJ7;","
NCI;CZ3328JVJ3;","
NCI;CZ3328JVJ3;","
ALF;CZ3325HKC1;","
NCI;CZ3325HKC5;","
ALF;CZ3328JVHT;","
ALF;CZJ2511H12;","
NCI;CZ3325HKC5;","
ALF;CZJ2511H1G;","
NCI;FCH213976U1;","
NCI;FCH213973ZK;","
NCI;CZ34122RMS;","
ALF;CZJ2511H1K;","
ALF;CZJ2390PR9;","
ALF;CZJ2390PR5;","
NCI;FCH21377JS2;","
NCI;CZJ4500997;","
NCI;CZ23510BG3;","
NCI;CZ3328JVJ7;","
ALF;CZJ2390PR5;","
NCI;CZ3325HKC5;","
NCI;CZ3328JVJ3;","
ALF;CZ3325HKBW;","
NCI;CZ3325HKC5;","
NCI;CZJ4500990;","
NCI;CZ3325HKC5;","
ALF;CZJ2511H1B;","
ALF;CZJ2511H1J;","
NCI;CZ3328JVJ7;","
NCI;CZ3328JVJF;","
NCI;FCH21367NN2;","
NCI;CZ3328JVJF;","
NCI;CZ34122RM4;","
ALF;CZJ2511H1Q;","
NCI;CZ34122RM2;","
NCI;CZ25390H5F;","
NCI;CZ25390H5G;","
NCI;CZ25390H5D;","
NCI;CZ25390H5G;","
NCI;CZ34122RM2;","
NCI;CZ34122RLP;","
ALF;CZJ2511H1F;","
NCI;CZ34122RMM;","
ALF;CZJ2511H1Q;","
NCI;CZJ4500992;","
ALF;CZJ2390PR9;","
NCI;CZ34122RMM;","
ALF;CZJ2511H14;","
NCI;CZJ4500993;","
ALF;CZJ2511H1K;","
NCI;CZJ4500994;","
ALF;CZJ2390PR2;","
NCI;CZJ4500993;","
ALF;CZJ2511H1J;","
NCI;CZ34122RMV;","
NCI;CZ34122RMK;","
NCI;CZ34122RMA;","
NCI;CZ34122RMH;","
NCI;CZJ450098W;","
NCI;CZ34122RMC;","
ALF;CZJ450099G;","
NCI;CZ34122RMC;","
ALF;CZJ2511H1R;","
NCI;CZ25390H5K;","
ALF;CZJ4500995;","
NCI;CZ34122RLH;","
ALF;CZJ2511H1R;","
NCI;CZJ4500994;","
NCI;CZ25390H5M;","
NCI;CZ34122RMV;","
ALF;CZJ2511H1G;","
NCI;CZ34122RMP;","
NCI;SYM0700423;","
ALF;SYM0500373;","
NCI;SYM0700422;","
ALF;SYM1101951;","
NCI;;","
NCI;;","
NCI;;","
NCI;;","
NCI;FCH21377H1A;","
NCI;FCH21377H1A;","
NCI;FCH21377H1A;","
NCI;FCH21377H1A;","
ALF;CZ3451KPN3;","
NCI;FCH21377H1A;","
NCI;FCH21377H1A;","
NCI;CZ25390H5J;","
ALF;CZJ4500995;","
ALF;CZJ2511H1R;","
NCI;CZ25390H5J;","
NCI;CZ34122RLV;","
NCI;CZJ4500993;","
NCI;CZ34122RM4;","
ALF;H849NP1350;","
NCI;FCH21377H1A;","
ALF;H849NP1350;","
ALF;CZJ2511H12;","
ALF;CZJ2390PR9;","
ALF;H849NP1350;","
NCI;FCH21377H1A;","
ALF;646575;","
NCI;CZ34122RMS;","
ALF;;","
ALF;CZJ35106CC;","
ALF;CZJ2511H1L;","
ALF;CZJ35106CB;","
NCI;CZ34122RMC;","
NCI;CZ34122RM4;","
NCI;CZJ4500994;","
ALF;06BK231;","
NCI;CZ34122RMK;","
NCI;CZ34122RLV;","
NCI;CZ34122RMC;","
ALF;;","
NCI;CZ34122RME;","
ALF;CZJ2511H1R;","
NCI;CZ34122RM6;","
ALF;CZJ2511H14;","
NCI;CZ34122RMS;","
ALF;CZJ2511H1J;","
NCI;CZ34122RM8;","
ALF;CZJ2511H1N;","
NCI;CZ34122RMA;","
ALF;CZJ2511H12;","
NCI;CZ34122RMX;","
ALF;CZJ2511H1L;","
NCI;CZ34122RMH;","
ALF;CZJ2511H1K ;","
NCI;CZ34122RMK;","
ALF;CZJ35106CC;","
NCI;CZ34122RM0;","
ALF;CZJ2390PR5;","
NCI;CZ34122RLX;","
ALF;CZJ35106CB ;","
NCI;CZ34122RMM;","
ALF;CZJ35106CF;","
NCI;CZ34122RLS;","
ALF;CEINTIP01S3;","
NCI;CZ34122RLK;","
ALF;CZJ2511H1F;","
NCI;CZ34122RM2;","
ALF;CZJ2511H1G ;","
NCI;CZ34122RLP;","
ALF;CZJ2511H15;","
NCI;CZ34122RM4;","
ALF;CZJ2511H0V;","
NCI;CZ34122RLH;","
ALF;CZJ2511H1B;","
NCI;CZ34122RMC;","
ALF;CZJ2390PRB;","
NCI;CZ34122RLV;","
ALF;CZJ2511H10;","
NCI;CZ34122RLM;","
ALF;CZJ2511H1Q;","
NCI;CZ34122RMP;","
ALF;CZJ2511H1P;","
NCI;CZ34122RMV;","
ALF;CZJ2390PR2;","
NCI;CZJ4500997;","
NCI;CZJ450098Y;","
NCI;CZJ450099C;","
NCI;CZJ4500990;","
NCI;CZJ450099D;","
NCI;CZJ450098W;","
NCI;CZJ4500994;","
NCI;CZJ4500992;","
NCI;CZJ4500993;","
NCI;CZJ4500999;","
NCI;CZJ4500996;","
NCI;CZ32025YP3;","
NCI;CZ32025YNF;","
NCI;CZ36505L2X;","
NCI;CZ36505L48;","
NCI;CZ36505L3X;","
NCI;CZ36505L4K;","
NCI;CZ36505L3K;","
NCI;CZ36505L38;","
NCI;CZ3328JVJ7;","
ALF;CZ3325HKC1;","
NCI;CZ3328JVHY;","
ALF;CZ3328JVHT;","
NCI;CZ3328JVJF;","
ALF;CZ3325HKBW;","
NCI;CZ3328JVJB;","
NCI;CZ3325HKC5;","
ALF;ZC3451KPMS;","
ALF;H849NP1350;","
ALF;CZ3451KPN3;","
NCI;CZ25390H5G;","
ALF;06ZDFG4;","
NCI;CZ25390H5K;","
ALF;;","
ALF;;","
ALF;;","
ALF;06D3963;","
NCI;689027;","
ALF;J32ZRHV;","
ALF;S40E4BL;","
NCI;J32ZRHW;","
ALF;06T8142;","
ALF;06T8068;","
NCI;689027;","
NCI;689027;","
NCI;CZ34122RLV;","
ALF;CZJ2511H1J;","
NCI;CZ25390H5G;","
ALF;06X6492;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;06X6492;","
ALF;646575;","
ALF;646575;","
ALF;;","
NCI;;","
ALF;;","
ALF;06T8139;","
ALF;;","
ALF;;","
ALF;;","
ALF;CZJ2511H1B;","
ALF;CZJ35106CC;","
ALF;;","
ALF;06BK231;","
ALF;06M4091;","
ALF;CZJ2511H1G;","
ALF;CZJ2511H1F;","
ALF;06M4091;","
ALF;646575;","
ALF;CZJ2511H1B;","
ALF;06ZDFG0;","
ALF;689038;","
ALF;CZJ35106CB;","
ALF;06D3961;","
ALF;06M4100;","
ALF;689031;","
ALF;CZJ2511H1F;","
ALF;06X6492;","
ALF;646575;","
ALF;CZJ2511H0V;","
NCI;689027;","
ALF;06ZDFG4;","
ALF;06D3994;","
ALF;06D3963;","
ALF;06M4091;","
ALF;CZJ2511H1R;","
ALF;06T8068;","
ALF;06ZDFG5;","
ALF;06ZDPZ6;","
ALF;CZJ2511H10;","
ALF;689034;","
ALF;06ZDFG3;","
ALF;06T8068;","
ALF;06ZDFG5;","
ALF;06T8068;","
ALF;CZ3325HKBW;","
ALF;CZJ2511H1Q;","
ALF;06T8142;","
ALF;CZJ2511H1G;","
NCI;CZ25390H5D;","
ALF;06ZDFG4;","
ALF;06V0102;","
NCI;99E0417;","
ALF;06X6492;","
ALF;06M4100;","
ALF;689041;","
ALF;689041;","
ALF;06D3961;","
ALF;06D3963;","
ALF;06ZDFG4;","
ALF;689038;","
ALF;06T8139;","
ALF;06T8142;","
ALF;06D3961;","
ALF;06M4091;","
ALF;646575;","
ALF;689034;","
ALF;06ZDFG4;","
ALF;689042;","
NCI;CZ34122RM2;","
ALF;CZJ35106CB;","
ALF;CZJ35106CB;","
ALF;06T8142;","
ALF;CZJ2511H15;","
ALF;06D3994;","
ALF;CZJ2511H1Q;","
ALF;06D3963;","
ALF;CZJ2390PR9;","
ALF;689040;","
ALF;06M4100;","
ALF;06D3994;","
ALF;06D3963;","
ALF;06M4100;","
ALF;06T8142;","
ALF;06T8139;","
ALF;06X6492;","
ALF;06T8139;","
ALF;06T8068;","
ALF;06ZDFG3;","
ALF;06T8068;","
ALF;06T8068;","
ALF;06T8068;","
ALF;CZJ2511H1B;","
ALF;06T8139;","
ALF;CZJ2511H1Q;","
ALF;06D3961;","
ALF;689042;","
ALF;06ZDFG4;","
ALF;06M4100;","
NCI;99E0417;","
ALF;06ZDFG3;","
ALF;06D3963;","
ALF;689040;","
NCI;CZ34122RLK;","
ALF;CZJ2390PR5;","
ALF;CZJ2511H1P;","
ALF;06M4091;","
NCI;CZ23510BG3;","
NCI;CZ23510BG3;","
NCI;CZ34122RMK;","
ALF;CZJ2511H1N;","
ALF;CZJ2511H15;","
ALF;CZJ2511H0V;","
NCI;CZ3328JVJB;","
ALF;CZJ35106CB;","
ALF;CZJ2390PR2;","
ALF;06M4091;","
ALF;06M4100;","
ALF;06T8139;","
ALF;CZJ2511H1L;","
ALF;689042;","
ALF;06ZDFG4;","
ALF;06D3994;","
ALF;689031;","
NCI;CZ3328JVJ3;","
ALF;CZJ35106CC;","
ALF;689038;","
ALF;06M4100;","
ALF;CZJ2390PR9;","
ALF;CZJ2390PR9;","
ALF;06D3963;","
NCI;CZ34122RMH;","
ALF;689042;","
ALF;06T8139;","
ALF;06ZDFG4;","
ALF;689042;","
NCI;99E0417;","
ALF;06ZDPZ6;","
ALF;06ZDPZ6;","
ALF;06ZDFG5;","
ALF;06ZDPZ6;","
NCI;CZ34122RM0;","
ALF;646575;","
ALF;;","
ALF;689042;","
ALF;06D3963;","
ALF;06D3961;","
ALF;06V0102;","
ALF;06T8068;","
ALF;06T8142;","
ALF;06D3963;","
ALF;06ZDFG2;","
ALF;06T8139;","
NCI;99E0417;","
ALF;CZJ2511H1Q;","
NCI;CZ3328JVHY;","
ALF;CZJ2511H1F;","
NCI;CZ3328JVJ7;","
NCI;CZ34122RM0;","
ALF;CZJ2511H15;","
ALF;06M4091;","
NCI;CZJ4500999;","
NCI;CZJ450098Y;","
ALF;06T8142;","
ALF;06D3961;","
NCI;CZ34122RLX;","
NCI;CZ34122RM0;","
ALF;CZJ2511H1P;","
ALF;689040;","
ALF;06ZDFG4;","
ALF;06D3963;","
ALF;689031;","
ALF;06T8142;","
NCI;CZ34122RME;","
ALF;689038;","
ALF;06T8142;","
ALF;CZJ2511H1G;","
ALF;CZJ2511H1B;","
ALF;689038;","
ALF;CZJ35106CB;","
ALF;06ZDFG5;","
ALF;06T8142;","
ALF;CZJ2511H1N;","
ALF;CZJ2390PR9;","
ALF;CZJ2511H12;","
NCI;CZ25390H5M;","
NCI;CZ25390H5G;","
NCI;CZ25390H5G;","
NCI;CZ25390H5G;","
NCI;CZ25390H5M;","
NCI;CZ25390H5K;","
NCI;CZ25390H5K;","
NCI;CZ25390H5M;","
NCI;FCH21367NN2;","
ALF;06V0102;","
ALF;CZJ2511H1N;","
ALF;CZJ2511H1L;","
ALF;CZJ2511H1P;","
ALF;06ZDFG3;","
ALF;06T8068;","
NCI;CZJ450098W;","
ALF;689031;","
NCI;CZ34122RLK;","
NCI;CZ3328JVJ3;","
ALF;CZJ2511H1R;","
ALF;06D3994;","
ALF;689034;","
ALF;06T8068;","
ALF;689031;","
ALF;06V0102;","
ALF;06X6492;","
ALF;06T8139;","
NCI;CZ3328JVJF;","
NCI;CZ3325HKC5;","
NCI;CZ3328JVJF;","
ALF;06M4100;","
NCI;CZ25390H5D;","
ALF;CZJ2511H1G;","
ALF;06M4100;","
ALF;689038;","
ALF;CZJ2511H1J;","
ALF;CZJ2511H1K;","
ALF;CZJ2511H10;","
ALF;06T8139;","
ALF;CZJ2390PR9;","
ALF;06T8139;","
ALF;06D3994;","
ALF;06ZDFG4;","
ALF;CZJ2511H1L;","
ALF;CZ3328JVHT;","
ALF;CZJ2511H1Q;","
ALF;CZJ2511H1L;","
ALF;CZJ2511H1L;","
NCI;CZJ450099D;","
ALF;CZJ35106CF;","
ALF;06D3963;","
ALF;06ZDFG4;","
ALF;06ZDFG4;","
ALF;06M4100;","
ALF;06T8142;","
NCI;CZ34122RMA;","
ALF;CZJ2511H15;","
ALF;689031;","
ALF;689040;","
ALF;06M4100;","
ALF;689040;","
ALF;06M4100;","
ALF;689042;","
ALF;06X6492;","
ALF;06D3963;","
ALF;689038;","
ALF;689040;","
ALF;06X6492;","
ALF;06D3961;","
ALF;06M4091;","
NCI;CZ34122RLV;","
NCI;CZ34122RM4;","
ALF;CZJ2511H1F;","
ALF;CZJ2511H1J;","
NCI;CZ34122RMH;","
NCI;CZ34122RME;","
ALF;CZJ2511H1R;","
ALF;CZJ2511H1N;","
ALF;06D3963;","
ALF;06M4091;","
ALF;06T8068;","
ALF;06M4100;","
ALF;06D3961;","
ALF;689042;","
ALF;06ZDFG4;","
ALF;689038;","
ALF;689031;","
ALF;689040;","
ALF;06X6492;","
ALF;689040;","
ALF;689042;","
ALF;06D3963;","
ALF;689041;","
ALF;689031;","
ALF;06ZDFG4;","
ALF;689034;","
ALF;689041;","
ALF;06X6492;","
ALF;689042;","
ALF;06ZDFG4;","
ALF;06D3994;","
ALF;06V0102;","
NCI;CZ34122RLK;","
NCI;CZ34122RM4;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
ALF;;","
NCI;CZ34122RMC;","
NCI;CZ34122RMS;","
NCI;CZ3328JVJB;","
ALF;CZJ2511H1R;","
NCI;CZ3328JVJ3;","
ALF;CZJ2390PR2;","
ALF;CZJ2390PR5;","
NCI;CZJ4500992;","
NCI;CZ34122RMK;","
NCI;CZ34122RLM;","
ALF;CZ3325HKC1;","
NCI;CZ34122RMA;","
ALF;CZJ2511H1P;","
NCI;CZJ4500997;","
ALF;CZJ2511H1K;","
ALF;CZJ2511H0V;","
NCI;CZ34122RMX;","
ALF;CZJ2511H14;","
NCI;;","
NCI;CZJ450098W;","
NCI;CZJ450099B;","
NCI;;","
NCI;CZ32025YP0 ;","
ALF;CZ32025YNK;","
ALF;CZJ2511H1H;","
ALF;CZJ2511H1Q;","
ALF;CZJ2511H17;","
NCI;CZJ4500998;","
ALF;CZJ2511H0Z;","
NCI;CZJ450098V;","
NCI;CZ32025YNW;","
ALF;CZJ2390PR4;","
ALF;CZJ2390PR5;","
NCI;CZ25390H5J;","
ALF;CZJ4500995;","
ALF;CZJ4500995;","
ALF;CZJ450098X;","
NCI;CZ25390H5C;","
NCI;CZ25390H5C;","
NCI;CZ34122RMX;","
NCI;CZJ450099D;","
NCI;CZ34122RMH;","
NCI;CZ34122RMX;","
ALF;CZJ2511H1L;","
NCI;CZ23510BG3;","
ALF;CZ3325HKBW;","
ALF;CZJ2511H1J;","
NCI;CZJ450099C;","
ALF;CZJ2511H1P;","
NCI;CZ34122RMH;","
ALF;CZJ2511H1N;","
NCI;CZ25390H5J;","
NCI;CZ25390H5K;","
NCI;CZ25390H5G;","
ALF;CZJ35106CB;","
ALF;CZJ2390PR2;","
ALF;CZJ2390PR5;","
ALF;CZJ2511H12;","
NCI;CZ34122RMX;","
NCI;CZ34122RMK;","
ALF;CZJ2511H1P;","
ALF;CZ3328JVHT;","
ALF;CZJ35106CB;","
ALF;CZJ2511H1F;","
ALF;CZJ2511H1L;","
ALF;CZJ2511H0V;","
NCI;CZJ4500990;","
ALF;CZJ2511H10;","
NCI;CZ25390H5H;","
NCI;CZ34122RLM;","
ALF;USE302S78B;","
NCI;CZ34122RLM;","
ALF;CZJ2390PR9;","
NCI;CZ34122RM8;","
ALF;CZJ35106CC;","
NCI;CZ34122RMS;","
ALF;CZJ35106CB;","
NCI;CZ3328JVJF;","
ALF;CZJ2511H1J;","
NCI;CZ34122RM0;","
NCI;CZ34122RM6;","
ALF;CZJ2511H1L;","
NCI;FCH21377K07;","
NCI;FCH21367NN2;","
NCI;CZJ450098Y;","
NCI;CZ3328JVJ3;","
ALF;CZJ2511H10;","
ALF;CZJ2511H14;","
NCI;CZ34122RLK;","
NCI;CZ34122RM8;","
ALF;CZJ35106CB;","
ALF;;","
ALF;CZJ2511H1G;","
ALF;CZJ2511H10;","
NCI;CZ34122RM8;","
ALF;CZJ2511H12;","
NCI;CZJ4500994;","
NCI;CZ34122RMM;","
NCI;CZ25390H5J;","
ALF;CZJ450098X;","
ALF;CZJ2511H10;","
NCI;CZ34122RMS;","
